Name	input_file	simulation_n	quant_method	tally_method	NumReads	truth
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_1	0	bowtie2	salmon	1576.829	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_1	0	shrimp	salmon	1442.75	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_2	0	bowtie2	salmon	1579.406	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_2	0	shrimp	salmon	1391.194	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_3	0	bowtie2	salmon	1582.884	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_3	0	shrimp	salmon	1400.651	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_1	0	bowtie2	salmon	1576.413	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_1	0	shrimp	salmon	1392.06	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_2	0	bowtie2	salmon	1503.332	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_2	0	shrimp	salmon	1338.02	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_3	0	bowtie2	salmon	1646.572	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_3	0	shrimp	salmon	1376.571	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	DMtRNAseq_treated_1	0	bowtie2	salmon	1680.645	1678
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	DMtRNAseq_treated_1	0	shrimp	salmon	1666.731	1678
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	DMtRNAseq_treated_2	0	bowtie2	salmon	1701.766	1678
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	DMtRNAseq_treated_2	0	shrimp	salmon	1675.784	1678
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_A	0	bowtie2	salmon	1446.925	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_A	0	shrimp	salmon	1011.387	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_B	0	bowtie2	salmon	1499.905	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_B	0	shrimp	salmon	1007.078	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_C	0	bowtie2	salmon	1502.212	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_C	0	shrimp	salmon	960.72	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_A	0	bowtie2	salmon	1455.59	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_A	0	shrimp	salmon	953.637	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_B	0	bowtie2	salmon	1405.083	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_B	0	shrimp	salmon	760.442	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_C	0	bowtie2	salmon	1394.199	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_C	0	shrimp	salmon	921.917	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_SKBR3_A	0	bowtie2	salmon	1564.17	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_SKBR3_A	0	shrimp	salmon	890.834	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_SKBR3_B	0	bowtie2	salmon	1379.816	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_SKBR3_B	0	shrimp	salmon	925.451	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_SKBR3_C	0	bowtie2	salmon	1576.409	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_SKBR3_C	0	shrimp	salmon	893.069	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_HEK293T_rep1	0	bowtie2	salmon	1835.088	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_HEK293T_rep1	0	shrimp	salmon	1744.426	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_HEK293T_rep2	0	bowtie2	salmon	1770.697	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_HEK293T_rep2	0	shrimp	salmon	1743.0	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_K562_rep1	0	bowtie2	salmon	1898.878	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_K562_rep1	0	shrimp	salmon	1737.0	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_K562_rep2	0	bowtie2	salmon	1782.536	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_K562_rep2	0	shrimp	salmon	1723.0	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_iPSC_rep1	0	bowtie2	salmon	1765.145	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_iPSC_rep1	0	shrimp	salmon	1736.0	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_iPSC_rep2	0	bowtie2	salmon	1783.082	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_iPSC_rep2	0	shrimp	salmon	1761.72	1764
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_0_1	0	bowtie2	salmon	1655.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_0_1	0	shrimp	salmon	1649.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_0_2	0	bowtie2	salmon	1656.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_0_2	0	shrimp	salmon	1651.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_0_3	0	bowtie2	salmon	1656.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_0_3	0	shrimp	salmon	1651.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_5_1	0	bowtie2	salmon	1656.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_5_1	0	shrimp	salmon	1651.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_5_2	0	bowtie2	salmon	1656.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_5_2	0	shrimp	salmon	1652.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_5_3	0	bowtie2	salmon	1656.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_5_3	0	shrimp	salmon	1654.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	DMtRNAseq_treated_1	0	bowtie2	salmon	1679.0	1678
Homo_sapiens_mito_tRNA-Ala-TGC-1	DMtRNAseq_treated_1	0	shrimp	salmon	1673.0	1678
Homo_sapiens_mito_tRNA-Ala-TGC-1	DMtRNAseq_treated_2	0	bowtie2	salmon	1678.0	1678
Homo_sapiens_mito_tRNA-Ala-TGC-1	DMtRNAseq_treated_2	0	shrimp	salmon	1674.0	1678
Homo_sapiens_mito_tRNA-Ala-TGC-1	YAMATseq_BT20_A	0	bowtie2	salmon	1960.0	1961
Homo_sapiens_mito_tRNA-Ala-TGC-1	YAMATseq_BT20_A	0	shrimp	salmon	1802.0	1961
Homo_sapiens_mito_tRNA-Ala-TGC-1	YAMATseq_BT20_B	0	bowtie2	salmon	1961.0	1961
