Name	input_file	simulation_n	quant_method	tally_method	NumReads	truth
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_1	0	bowtie2	mapq10	1437.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_2	0	bowtie2	mapq10	1398.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_3	0	bowtie2	mapq10	1439.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_1	0	bowtie2	mapq10	1392.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_2	0	bowtie2	mapq10	1333.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_3	0	bowtie2	mapq10	1498.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	DMtRNAseq_treated_1	0	bowtie2	mapq10	1540.0	1678
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	DMtRNAseq_treated_2	0	bowtie2	mapq10	1562.0	1678
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_A	0	bowtie2	mapq10	592.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_B	0	bowtie2	mapq10	638.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_C	0	bowtie2	mapq10	714.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_A	0	bowtie2	mapq10	595.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_B	0	bowtie2	mapq10	509.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_C	0	bowtie2	mapq10	541.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_SKBR3_A	0	bowtie2	mapq10	494.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_SKBR3_B	0	bowtie2	mapq10	597.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_SKBR3_C	0	bowtie2	mapq10	512.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_HEK293T_rep1	0	bowtie2	mapq10	1710.0	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_HEK293T_rep2	0	bowtie2	mapq10	1714.0	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_K562_rep1	0	bowtie2	mapq10	1710.0	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_K562_rep2	0	bowtie2	mapq10	1695.0	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_iPSC_rep1	0	bowtie2	mapq10	1691.0	1764
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	mimtRNAseq_Hsap_iPSC_rep2	0	bowtie2	mapq10	1722.0	1764
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_0_1	0	bowtie2	mapq10	0.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_0_2	0	bowtie2	mapq10	0.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_0_3	0	bowtie2	mapq10	0.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_5_1	0	bowtie2	mapq10	0.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_5_2	0	bowtie2	mapq10	0.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	ALLtRNAseq_hESC_5_3	0	bowtie2	mapq10	0.0	1656
Homo_sapiens_mito_tRNA-Ala-TGC-1	DMtRNAseq_treated_1	0	bowtie2	mapq10	0.0	1678
Homo_sapiens_mito_tRNA-Ala-TGC-1	DMtRNAseq_treated_2	0	bowtie2	mapq10	0.0	1678
Homo_sapiens_mito_tRNA-Ala-TGC-1	YAMATseq_BT20_A	0	bowtie2	mapq10	0.0	1961
Homo_sapiens_mito_tRNA-Ala-TGC-1	YAMATseq_BT20_B	0	bowtie2	mapq10	0.0	1961
Homo_sapiens_mito_tRNA-Ala-TGC-1	YAMATseq_BT20_C	0	bowtie2	mapq10	0.0	1961
Homo_sapiens_mito_tRNA-Ala-TGC-1	YAMATseq_MCF7_A	0	bowtie2	mapq10	0.0	1961
Homo_sapiens_mito_tRNA-Ala-TGC-1	YAMATseq_MCF7_B	0	bowtie2	mapq10	0.0	1961
Homo_sapiens_mito_tRNA-Ala-TGC-1	YAMATseq_MCF7_C	0	bowtie2	mapq10	0.0	1961
Homo_sapiens_mito_tRNA-Ala-TGC-1	YAMATseq_SKBR3_A	0	bowtie2	mapq10	0.0	1961
Homo_sapiens_mito_tRNA-Ala-TGC-1	YAMATseq_SKBR3_B	0	bowtie2	mapq10	0.0	1961
Homo_sapiens_mito_tRNA-Ala-TGC-1	YAMATseq_SKBR3_C	0	bowtie2	mapq10	0.0	1961
Homo_sapiens_mito_tRNA-Ala-TGC-1	mimtRNAseq_Hsap_HEK293T_rep1	0	bowtie2	mapq10	0.0	1764
Homo_sapiens_mito_tRNA-Ala-TGC-1	mimtRNAseq_Hsap_HEK293T_rep2	0	bowtie2	mapq10	0.0	1764
Homo_sapiens_mito_tRNA-Ala-TGC-1	mimtRNAseq_Hsap_K562_rep1	0	bowtie2	mapq10	0.0	1764
Homo_sapiens_mito_tRNA-Ala-TGC-1	mimtRNAseq_Hsap_K562_rep2	0	bowtie2	mapq10	0.0	1764
Homo_sapiens_mito_tRNA-Ala-TGC-1	mimtRNAseq_Hsap_iPSC_rep1	0	bowtie2	mapq10	0.0	1764
Homo_sapiens_mito_tRNA-Ala-TGC-1	mimtRNAseq_Hsap_iPSC_rep2	0	bowtie2	mapq10	0.0	1764
Homo_sapiens_mito_tRNA-Arg-TCG-1	ALLtRNAseq_hESC_0_1	0	bowtie2	mapq10	12.0	1656
Homo_sapiens_mito_tRNA-Arg-TCG-1	ALLtRNAseq_hESC_0_2	0	bowtie2	mapq10	13.0	1656
Homo_sapiens_mito_tRNA-Arg-TCG-1	ALLtRNAseq_hESC_0_3	0	bowtie2	mapq10	8.0	1656
Homo_sapiens_mito_tRNA-Arg-TCG-1	ALLtRNAseq_hESC_5_1	0	bowtie2	mapq10	13.0	1656
Homo_sapiens_mito_tRNA-Arg-TCG-1	ALLtRNAseq_hESC_5_2	0	bowtie2	mapq10	11.0	1656
Homo_sapiens_mito_tRNA-Arg-TCG-1	ALLtRNAseq_hESC_5_3	0	bowtie2	mapq10	6.0	1656
Homo_sapiens_mito_tRNA-Arg-TCG-1	DMtRNAseq_treated_1	0	bowtie2	mapq10	7.0	1678
Homo_sapiens_mito_tRNA-Arg-TCG-1	DMtRNAseq_treated_2	0	bowtie2	mapq10	4.0	1678
Homo_sapiens_mito_tRNA-Arg-TCG-1	YAMATseq_BT20_A	0	bowtie2	mapq10	0.0	1961
Homo_sapiens_mito_tRNA-Arg-TCG-1	YAMATseq_BT20_B	0	bowtie2	mapq10	1.0	1961
Homo_sapiens_mito_tRNA-Arg-TCG-1	YAMATseq_BT20_C	0	bowtie2	mapq10	1.0	1961
Homo_sapiens_mito_tRNA-Arg-TCG-1	YAMATseq_MCF7_A	0	bowtie2	mapq10	2.0	1961
Homo_sapiens_mito_tRNA-Arg-TCG-1	YAMATseq_MCF7_B	0	bowtie2	mapq10	0.0	1961
Homo_sapiens_mito_tRNA-Arg-TCG-1	YAMATseq_MCF7_C	0	bowtie2	mapq10	1.0	1961
Homo_sapiens_mito_tRNA-Arg-TCG-1	YAMATseq_SKBR3_A	0	bowtie2	mapq10	2.0	1961
Homo_sapiens_mito_tRNA-Arg-TCG-1	YAMATseq_SKBR3_B	0	bowtie2	mapq10	2.0	1961
Homo_sapiens_mito_tRNA-Arg-TCG-1	YAMATseq_SKBR3_C	0	bowtie2	mapq10	1.0	1961
Homo_sapiens_mito_tRNA-Arg-TCG-1	mimtRNAseq_Hsap_HEK293T_rep1	0	bowtie2	mapq10	0.0	1764
Homo_sapiens_mito_tRNA-Arg-TCG-1	mimtRNAseq_Hsap_HEK293T_rep2	0	bowtie2	mapq10	1.0	1764
Homo_sapiens_mito_tRNA-Arg-TCG-1	mimtRNAseq_Hsap_K562_rep1	0	bowtie2	mapq10	0.0	1764
Homo_sapiens_mito_tRNA-Arg-TCG-1	mimtRNAseq_Hsap_K562_rep2	0	bowtie2	mapq10	3.0	1764
Homo_sapiens_mito_tRNA-Arg-TCG-1	mimtRNAseq_Hsap_iPSC_rep1	0	bowtie2	mapq10	1.0	1764
Homo_sapiens_mito_tRNA-Arg-TCG-1	mimtRNAseq_Hsap_iPSC_rep2	0	bowtie2	mapq10	1.0	1764
Homo_sapiens_mito_tRNA-Asn-GTT-1	ALLtRNAseq_hESC_0_1	0	bowtie2	mapq10	5.0	1656
Homo_sapiens_mito_tRNA-Asn-GTT-1	ALLtRNAseq_hESC_0_2	0	bowtie2	mapq10	1.0	1656
Homo_sapiens_mito_tRNA-Asn-GTT-1	ALLtRNAseq_hESC_0_3	0	bowtie2	mapq10	2.0	1656
Homo_sapiens_mito_tRNA-Asn-GTT-1	ALLtRNAseq_hESC_5_1	0	bowtie2	mapq10	1.0	1656
Homo_sapiens_mito_tRNA-Asn-GTT-1	ALLtRNAseq_hESC_5_2	0	bowtie2	mapq10	0.0	1656
Homo_sapiens_mito_tRNA-Asn-GTT-1	ALLtRNAseq_hESC_5_3	0	bowtie2	mapq10	1.0	1656
Homo_sapiens_mito_tRNA-Asn-GTT-1	DMtRNAseq_treated_1	0	bowtie2	mapq10	2.0	1678
Homo_sapiens_mito_tRNA-Asn-GTT-1	DMtRNAseq_treated_2	0	bowtie2	mapq10	2.0	1678
Homo_sapiens_mito_tRNA-Asn-GTT-1	YAMATseq_BT20_A	0	bowtie2	mapq10	1.0	1961
Homo_sapiens_mito_tRNA-Asn-GTT-1	YAMATseq_BT20_B	0	bowtie2	mapq10	2.0	1961
Homo_sapiens_mito_tRNA-Asn-GTT-1	YAMATseq_BT20_C	0	bowtie2	mapq10	4.0	1961
Homo_sapiens_mito_tRNA-Asn-GTT-1	YAMATseq_MCF7_A	0	bowtie2	mapq10	4.0	1961
Homo_sapiens_mito_tRNA-Asn-GTT-1	YAMATseq_MCF7_B	0	bowtie2	mapq10	0.0	1961
Homo_sapiens_mito_tRNA-Asn-GTT-1	YAMATseq_MCF7_C	0	bowtie2	mapq10	13.0	1961
Homo_sapiens_mito_tRNA-Asn-GTT-1	YAMATseq_SKBR3_A	0	bowtie2	mapq10	3.0	1961
