Name	input_file	simulation_n	quant_method	tally_method	NumReads	truth
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_1	0	bowtie2	random_single	1543.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_1	0	shrimp	random_single	1442.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_2	0	bowtie2	random_single	1564.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_2	0	shrimp	random_single	1389.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_3	0	bowtie2	random_single	1605.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_0_3	0	shrimp	random_single	1401.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_1	0	bowtie2	random_single	1784.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_1	0	shrimp	random_single	1391.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_2	0	bowtie2	random_single	1496.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_2	0	shrimp	random_single	1337.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_3	0	bowtie2	random_single	1549.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	ALLtRNAseq_hESC_5_3	0	shrimp	random_single	1378.0	1656
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	DMtRNAseq_treated_1	0	bowtie2	random_single	1665.0	1678
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	DMtRNAseq_treated_1	0	shrimp	random_single	1666.0	1678
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	DMtRNAseq_treated_2	0	bowtie2	random_single	1694.0	1678
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	DMtRNAseq_treated_2	0	shrimp	random_single	1674.0	1678
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_A	0	bowtie2	random_single	1418.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_A	0	shrimp	random_single	1014.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_B	0	bowtie2	random_single	1475.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_B	0	shrimp	random_single	1007.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_C	0	bowtie2	random_single	1489.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_BT20_C	0	shrimp	random_single	960.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_A	0	bowtie2	random_single	1456.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_A	0	shrimp	random_single	955.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_B	0	bowtie2	random_single	1394.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_B	0	shrimp	random_single	760.0	1961
Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1	YAMATseq_MCF7_C	0	bowtie2	random_single	1412.0	1961
